year,acs_period,geography_type,geography_id,geography_name,total_population,median_household_income
2013,2009-2013,ZCTA,80018,ZCTA 80018,10118,95843
2014,2010-2014,ZCTA,80018,ZCTA 80018,10512,98850
2015,2011-2015,ZCTA,80018,ZCTA 80018,10954,97648
2016,2012-2016,ZCTA,80018,ZCTA 80018,11701,94636
2017,2013-2017,ZCTA,80018,ZCTA 80018,12215,98427
2018,2014-2018,ZCTA,80018,ZCTA 80018,13046,103968
2019,2015-2019,ZCTA,80018,ZCTA 80018,13397,105543
2020,2016-2020,ZCTA,80018,ZCTA 80018,13847,108960
2021,2017-2021,ZCTA,80018,ZCTA 80018,14513,114989
2022,2018-2022,ZCTA,80018,ZCTA 80018,15569,123245
2023,2019-2023,ZCTA,80018,ZCTA 80018,17129,127390
2024,2020-2024,ZCTA,80018,ZCTA 80018,19072,136895
2011,2007-2011,ZCTA,80019,ZCTA 80019,1663,62386
2012,2008-2012,ZCTA,80019,ZCTA 80019,1952,61152
2013,2009-2013,ZCTA,80019,ZCTA 80019,2181,63519
2014,2010-2014,ZCTA,80019,ZCTA 80019,2349,63461
2015,2011-2015,ZCTA,80019,ZCTA 80019,2368,67019
2016,2012-2016,ZCTA,80019,ZCTA 80019,2578,72468
2017,2013-2017,ZCTA,80019,ZCTA 80019,2810,77531
2018,2014-2018,ZCTA,80019,ZCTA 80019,2967,82808
2019,2015-2019,ZCTA,80019,ZCTA 80019,2771,87672
2020,2016-2020,ZCTA,80019,ZCTA 80019,3696,97391
2021,2017-2021,ZCTA,80019,ZCTA 80019,4162,101585
2022,2018-2022,ZCTA,80019,ZCTA 80019,4809,113664
2023,2019-2023,ZCTA,80019,ZCTA 80019,6141,117420
2024,2020-2024,ZCTA,80019,ZCTA 80019,7900,129154
2011,2007-2011,ZCTA,80020,ZCTA 80020,48320,76664
2012,2008-2012,ZCTA,80020,ZCTA 80020,48700,79625
2013,2009-2013,ZCTA,80020,ZCTA 80020,48889,77600
2014,2010-2014,ZCTA,80020,ZCTA 80020,49118,79903
2015,2011-2015,ZCTA,80020,ZCTA 80020,48889,80554
2016,2012-2016,ZCTA,80020,ZCTA 80020,48928,83056
2017,2013-2017,ZCTA,80020,ZCTA 80020,49962,84089
2018,2014-2018,ZCTA,80020,ZCTA 80020,49657,87786
2019,2015-2019,ZCTA,80020,ZCTA 80020,50491,94439
2020,2016-2020,ZCTA,80020,ZCTA 80020,51801,97470
2021,2017-2021,ZCTA,80020,ZCTA 80020,53210,103204
2022,2018-2022,ZCTA,80020,ZCTA 80020,53475,112941
2023,2019-2023,ZCTA,80020,ZCTA 80020,53589,114039
2024,2020-2024,ZCTA,80020,ZCTA 80020,54201,117243
2011,2007-2011,ZCTA,80021,ZCTA 80021,29760,69852
2012,2008-2012,ZCTA,80021,ZCTA 80021,30292,70895
2013,2009-2013,ZCTA,80021,ZCTA 80021,31004,71221
2014,2010-2014,ZCTA,80021,ZCTA 80021,30705,74039
2015,2011-2015,ZCTA,80021,ZCTA 80021,31685,75634
2016,2012-2016,ZCTA,80021,ZCTA 80021,32245,75427
2017,2013-2017,ZCTA,80021,ZCTA 80021,33033,76369
2018,2014-2018,ZCTA,80021,ZCTA 80021,33725,77155
2019,2015-2019,ZCTA,80021,ZCTA 80021,34097,75879
2020,2016-2020,ZCTA,80021,ZCTA 80021,34277,80518
2021,2017-2021,ZCTA,80021,ZCTA 80021,35337,86665
2022,2018-2022,ZCTA,80021,ZCTA 80021,35128,99562
2023,2019-2023,ZCTA,80021,ZCTA 80021,35562,105645
2024,2020-2024,ZCTA,80021,ZCTA 80021,36555,110038
2011,2007-2011,ZCTA,80022,ZCTA 80022,41066,53634
2012,2008-2012,ZCTA,80022,ZCTA 80022,42662,56687
2013,2009-2013,ZCTA,80022,ZCTA 80022,43605,56449
2014,2010-2014,ZCTA,80022,ZCTA 80022,45663,57451
2015,2011-2015,ZCTA,80022,ZCTA 80022,46336,57318
2016,2012-2016,ZCTA,80022,ZCTA 80022,46985,58649
2017,2013-2017,ZCTA,80022,ZCTA 80022,48652,60269
2018,2014-2018,ZCTA,80022,ZCTA 80022,50392,64251
2019,2015-2019,ZCTA,80022,ZCTA 80022,51863,70557
2020,2016-2020,ZCTA,80022,ZCTA 80022,51752,74098
2021,2017-2021,ZCTA,80022,ZCTA 80022,57154,81746
2022,2018-2022,ZCTA,80022,ZCTA 80022,58681,90032
2023,2019-2023,ZCTA,80022,ZCTA 80022,59556,98858
2024,2020-2024,ZCTA,80022,ZCTA 80022,61452,104396
2011,2007-2011,ZCTA,80023,ZCTA 80023,12786,108806
2012,2008-2012,ZCTA,80023,ZCTA 80023,14322,110718
2013,2009-2013,ZCTA,80023,ZCTA 80023,15193,110553
2014,2010-2014,ZCTA,80023,ZCTA 80023,17186,108162
2015,2011-2015,ZCTA,80023,ZCTA 80023,19094,109510
2016,2012-2016,ZCTA,80023,ZCTA 80023,19654,112949
2017,2013-2017,ZCTA,80023,ZCTA 80023,19779,114517
2018,2014-2018,ZCTA,80023,ZCTA 80023,21368,121907
2019,2015-2019,ZCTA,80023,ZCTA 80023,22659,130454
2020,2016-2020,ZCTA,80023,ZCTA 80023,22290,127234
2021,2017-2021,ZCTA,80023,ZCTA 80023,24889,139926
2022,2018-2022,ZCTA,80023,ZCTA 80023,25988,160212
2023,2019-2023,ZCTA,80023,ZCTA 80023,26466,159970
2024,2020-2024,ZCTA,80023,ZCTA 80023,27143,158180
2011,2007-2011,ZCTA,80024,ZCTA 80024,402,39716
2012,2008-2012,ZCTA,80024,ZCTA 80024,420,46058
2013,2009-2013,ZCTA,80024,ZCTA 80024,441,41531
2014,2010-2014,ZCTA,80024,ZCTA 80024,606,41591
2015,2011-2015,ZCTA,80024,ZCTA 80024,347,
2016,2012-2016,ZCTA,80024,ZCTA 80024,369,
2017,2013-2017,ZCTA,80024,ZCTA 80024,293,33533
2018,2014-2018,ZCTA,80024,ZCTA 80024,336,33594
2019,2015-2019,ZCTA,80024,ZCTA 80024,216,27368
2020,2016-2020,ZCTA,80024,ZCTA 80024,209,33958
2021,2017-2021,ZCTA,80024,ZCTA 80024,52,
2022,2018-2022,ZCTA,80024,ZCTA 80024,83,
2023,2019-2023,ZCTA,80024,ZCTA 80024,36,
2024,2020-2024,ZCTA,80024,ZCTA 80024,33,
2011,2007-2011,ZCTA,80025,ZCTA 80025,228,78750
2012,2008-2012,ZCTA,80025,ZCTA 80025,248,130107
2013,2009-2013,ZCTA,80025,ZCTA 80025,253,121875
2014,2010-2014,ZCTA,80025,ZCTA 80025,251,124091
2015,2011-2015,ZCTA,80025,ZCTA 80025,460,135602
2016,2012-2016,ZCTA,80025,ZCTA 80025,517,135862
2017,2013-2017,ZCTA,80025,ZCTA 80025,383,126806
2018,2014-2018,ZCTA,80025,ZCTA 80025,365,180042
2019,2015-2019,ZCTA,80025,ZCTA 80025,293,129732
2020,2016-2020,ZCTA,80025,ZCTA 80025,47,
2021,2017-2021,ZCTA,80025,ZCTA 80025,37,
2022,2018-2022,ZCTA,80025,ZCTA 80025,45,
2023,2019-2023,ZCTA,80025,ZCTA 80025,101,128145
2024,2020-2024,ZCTA,80025,ZCTA 80025,138,134102
2011,2007-2011,ZCTA,80026,ZCTA 80026,26268,69838
2012,2008-2012,ZCTA,80026,ZCTA 80026,26730,70642
2013,2009-2013,ZCTA,80026,ZCTA 80026,26885,71117
2014,2010-2014,ZCTA,80026,ZCTA 80026,27389,71399
2015,2011-2015,ZCTA,80026,ZCTA 80026,28340,71782
2016,2012-2016,ZCTA,80026,ZCTA 80026,28903,74424
2017,2013-2017,ZCTA,80026,ZCTA 80026,29160,76794
2018,2014-2018,ZCTA,80026,ZCTA 80026,29576,79595
2019,2015-2019,ZCTA,80026,ZCTA 80026,30714,85130
2020,2016-2020,ZCTA,80026,ZCTA 80026,30817,90810
2021,2017-2021,ZCTA,80026,ZCTA 80026,32607,98807
2022,2018-2022,ZCTA,80026,ZCTA 80026,32675,109414
2023,2019-2023,ZCTA,80026,ZCTA 80026,32549,115031
2024,2020-2024,ZCTA,80026,ZCTA 80026,32701,120187
2011,2007-2011,ZCTA,80027,ZCTA 80027,30911,87870
2012,2008-2012,ZCTA,80027,ZCTA 80027,31175,93266
2013,2009-2013,ZCTA,80027,ZCTA 80027,31580,95635
2014,2010-2014,ZCTA,80027,ZCTA 80027,31946,103671
2015,2011-2015,ZCTA,80027,ZCTA 80027,32417,104131
2016,2012-2016,ZCTA,80027,ZCTA 80027,32989,103461
2017,2013-2017,ZCTA,80027,ZCTA 80027,33286,105009
2018,2014-2018,ZCTA,80027,ZCTA 80027,33830,109718
2019,2015-2019,ZCTA,80027,ZCTA 80027,34030,109895
2020,2016-2020,ZCTA,80027,ZCTA 80027,32755,117618
2021,2017-2021,ZCTA,80027,ZCTA 80027,34423,126116
2022,2018-2022,ZCTA,80027,ZCTA 80027,34161,139412
2023,2019-2023,ZCTA,80027,ZCTA 80027,33998,153165
2024,2020-2024,ZCTA,80027,ZCTA 80027,34127,154232
2011,2007-2011,ZCTA,80030,ZCTA 80030,15895,38245
2012,2008-2012,ZCTA,80030,ZCTA 80030,15307,41151
2013,2009-2013,ZCTA,80030,ZCTA 80030,15216,39494
2014,2010-2014,ZCTA,80030,ZCTA 80030,16045,40151
2015,2011-2015,ZCTA,80030,ZCTA 80030,15703,43922
2016,2012-2016,ZCTA,80030,ZCTA 80030,16293,46236
2017,2013-2017,ZCTA,80030,ZCTA 80030,16364,49152
2018,2014-2018,ZCTA,80030,ZCTA 80030,16607,51400
2019,2015-2019,ZCTA,80030,ZCTA 80030,15861,52949
2020,2016-2020,ZCTA,80030,ZCTA 80030,16386,51850
2021,2017-2021,ZCTA,80030,ZCTA 80030,16805,54187
2022,2018-2022,ZCTA,80030,ZCTA 80030,16891,61772
2023,2019-2023,ZCTA,80030,ZCTA 80030,15945,61964
2024,2020-2024,ZCTA,80030,ZCTA 80030,15427,61092
2011,2007-2011,ZCTA,80031,ZCTA 80031,32424,68269
2012,2008-2012,ZCTA,80031,ZCTA 80031,33131,68919
2013,2009-2013,ZCTA,80031,ZCTA 80031,34196,70536
2014,2010-2014,ZCTA,80031,ZCTA 80031,35081,69305
2015,2011-2015,ZCTA,80031,ZCTA 80031,35352,70011
2016,2012-2016,ZCTA,80031,ZCTA 80031,36283,72664
2017,2013-2017,ZCTA,80031,ZCTA 80031,35994,75237
2018,2014-2018,ZCTA,80031,ZCTA 80031,35509,77826
2019,2015-2019,ZCTA,80031,ZCTA 80031,35741,82271
2020,2016-2020,ZCTA,80031,ZCTA 80031,35753,86030
2021,2017-2021,ZCTA,80031,ZCTA 80031,36835,90313
2022,2018-2022,ZCTA,80031,ZCTA 80031,36274,102323
2023,2019-2023,ZCTA,80031,ZCTA 80031,36350,106244
2024,2020-2024,ZCTA,80031,ZCTA 80031,35584,107422
2011,2007-2011,ZCTA,80033,ZCTA 80033,24615,49202
2012,2008-2012,ZCTA,80033,ZCTA 80033,24660,48521
2013,2009-2013,ZCTA,80033,ZCTA 80033,24712,47841
2014,2010-2014,ZCTA,80033,ZCTA 80033,24838,49456
2015,2011-2015,ZCTA,80033,ZCTA 80033,24805,48195
2016,2012-2016,ZCTA,80033,ZCTA 80033,24653,49081
2017,2013-2017,ZCTA,80033,ZCTA 80033,24977,52193
2018,2014-2018,ZCTA,80033,ZCTA 80033,25323,54785
2019,2015-2019,ZCTA,80033,ZCTA 80033,25755,55526
2020,2016-2020,ZCTA,80033,ZCTA 80033,26742,61258
2021,2017-2021,ZCTA,80033,ZCTA 80033,27499,72621
2022,2018-2022,ZCTA,80033,ZCTA 80033,27384,78670
2023,2019-2023,ZCTA,80033,ZCTA 80033,26841,84719
2024,2020-2024,ZCTA,80033,ZCTA 80033,26485,89627
2011,2007-2011,ZCTA,80045,ZCTA 80045,307,35735
2012,2008-2012,ZCTA,80045,ZCTA 80045,340,30859
2013,2009-2013,ZCTA,80045,ZCTA 80045,559,33500
2014,2010-2014,ZCTA,80045,ZCTA 80045,612,35817
2015,2011-2015,ZCTA,80045,ZCTA 80045,659,
2016,2012-2016,ZCTA,80045,ZCTA 80045,759,35162
2017,2013-2017,ZCTA,80045,ZCTA 80045,778,39375
2018,2014-2018,ZCTA,80045,ZCTA 80045,889,47898
2019,2015-2019,ZCTA,80045,ZCTA 80045,901,41250
2020,2016-2020,ZCTA,80045,ZCTA 80045,901,49821
2021,2017-2021,ZCTA,80045,ZCTA 80045,1455,51810
2022,2018-2022,ZCTA,80045,ZCTA 80045,1627,49808
2023,2019-2023,ZCTA,80045,ZCTA 80045,1615,50000
2024,2020-2024,ZCTA,80045,ZCTA 80045,1676,49500
2011,2007-2011,ZCTA,80101,ZCTA 80101,203,44167
2012,2008-2012,ZCTA,80101,ZCTA 80101,183,45893
2013,2009-2013,ZCTA,80101,ZCTA 80101,270,46719
2014,2010-2014,ZCTA,80101,ZCTA 80101,332,49167
2015,2011-2015,ZCTA,80101,ZCTA 80101,418,48214
2016,2012-2016,ZCTA,80101,ZCTA 80101,430,51538
2017,2013-2017,ZCTA,80101,ZCTA 80101,475,56875
2018,2014-2018,ZCTA,80101,ZCTA 80101,492,66316
2019,2015-2019,ZCTA,80101,ZCTA 80101,495,72743
2020,2016-2020,ZCTA,80101,ZCTA 80101,564,69779
2021,2017-2021,ZCTA,80101,ZCTA 80101,459,69000
2022,2018-2022,ZCTA,80101,ZCTA 80101,354,67159
2023,2019-2023,ZCTA,80101,ZCTA 80101,449,87606
2024,2020-2024,ZCTA,80101,ZCTA 80101,423,70417
2011,2007-2011,ZCTA,80102,ZCTA 80102,5271,67763
2012,2008-2012,ZCTA,80102,ZCTA 80102,4969,65682
2013,2009-2013,ZCTA,80102,ZCTA 80102,5142,62723
2014,2010-2014,ZCTA,80102,ZCTA 80102,5136,62440
2015,2011-2015,ZCTA,80102,ZCTA 80102,5101,67188
2016,2012-2016,ZCTA,80102,ZCTA 80102,5275,66801
2017,2013-2017,ZCTA,80102,ZCTA 80102,5602,69849
2018,2014-2018,ZCTA,80102,ZCTA 80102,5648,75343
2019,2015-2019,ZCTA,80102,ZCTA 80102,5692,78774
2020,2016-2020,ZCTA,80102,ZCTA 80102,5960,80000
2021,2017-2021,ZCTA,80102,ZCTA 80102,6443,97775
2022,2018-2022,ZCTA,80102,ZCTA 80102,6375,104545
2023,2019-2023,ZCTA,80102,ZCTA 80102,5994,106372
2024,2020-2024,ZCTA,80102,ZCTA 80102,6690,113125
2011,2007-2011,ZCTA,80103,ZCTA 80103,2529,60000
2012,2008-2012,ZCTA,80103,ZCTA 80103,2354,61198
2013,2009-2013,ZCTA,80103,ZCTA 80103,2420,62083
2014,2010-2014,ZCTA,80103,ZCTA 80103,2682,58205
2015,2011-2015,ZCTA,80103,ZCTA 80103,2702,66179
2016,2012-2016,ZCTA,80103,ZCTA 80103,2736,67533
2017,2013-2017,ZCTA,80103,ZCTA 80103,2734,70266
2018,2014-2018,ZCTA,80103,ZCTA 80103,2749,72632
2019,2015-2019,ZCTA,80103,ZCTA 80103,2949,76536
2020,2016-2020,ZCTA,80103,ZCTA 80103,2928,83676
2021,2017-2021,ZCTA,80103,ZCTA 80103,2751,94761
2022,2018-2022,ZCTA,80103,ZCTA 80103,3184,101771
2023,2019-2023,ZCTA,80103,ZCTA 80103,3505,102188
2024,2020-2024,ZCTA,80103,ZCTA 80103,3215,102656
2011,2007-2011,ZCTA,80104,ZCTA 80104,27155,81271
2012,2008-2012,ZCTA,80104,ZCTA 80104,27061,81124
2013,2009-2013,ZCTA,80104,ZCTA 80104,27359,81017
2014,2010-2014,ZCTA,80104,ZCTA 80104,28558,82129
2015,2011-2015,ZCTA,80104,ZCTA 80104,28209,84273
2016,2012-2016,ZCTA,80104,ZCTA 80104,29033,86450
2017,2013-2017,ZCTA,80104,ZCTA 80104,30458,92441
2018,2014-2018,ZCTA,80104,ZCTA 80104,30718,97336
2019,2015-2019,ZCTA,80104,ZCTA 80104,31522,102500
2020,2016-2020,ZCTA,80104,ZCTA 80104,32427,101496
2021,2017-2021,ZCTA,80104,ZCTA 80104,33991,108758
2022,2018-2022,ZCTA,80104,ZCTA 80104,35084,123337
2023,2019-2023,ZCTA,80104,ZCTA 80104,36461,131359
2024,2020-2024,ZCTA,80104,ZCTA 80104,38479,134335
2011,2007-2011,ZCTA,80105,ZCTA 80105,1073,60625
2012,2008-2012,ZCTA,80105,ZCTA 80105,1096,61667
2013,2009-2013,ZCTA,80105,ZCTA 80105,1170,56250
2014,2010-2014,ZCTA,80105,ZCTA 80105,1165,56042
2015,2011-2015,ZCTA,80105,ZCTA 80105,1399,53182
2016,2012-2016,ZCTA,80105,ZCTA 80105,1287,56429
2017,2013-2017,ZCTA,80105,ZCTA 80105,1130,63250
2018,2014-2018,ZCTA,80105,ZCTA 80105,1123,63125
2019,2015-2019,ZCTA,80105,ZCTA 80105,1198,63810
2020,2016-2020,ZCTA,80105,ZCTA 80105,1349,66071
2021,2017-2021,ZCTA,80105,ZCTA 80105,1493,75000
2022,2018-2022,ZCTA,80105,ZCTA 80105,1823,73594
2023,2019-2023,ZCTA,80105,ZCTA 80105,2023,86964
2024,2020-2024,ZCTA,80105,ZCTA 80105,2182,79792
2011,2007-2011,ZCTA,80106,ZCTA 80106,5033,96471
2012,2008-2012,ZCTA,80106,ZCTA 80106,4791,100789
2013,2009-2013,ZCTA,80106,ZCTA 80106,4417,97321
2014,2010-2014,ZCTA,80106,ZCTA 80106,4457,94875
2015,2011-2015,ZCTA,80106,ZCTA 80106,4336,94653
2016,2012-2016,ZCTA,80106,ZCTA 80106,4608,97083
2017,2013-2017,ZCTA,80106,ZCTA 80106,4999,100727
2018,2014-2018,ZCTA,80106,ZCTA 80106,5194,105595
2019,2015-2019,ZCTA,80106,ZCTA 80106,5847,111594
2020,2016-2020,ZCTA,80106,ZCTA 80106,6120,119426
2021,2017-2021,ZCTA,80106,ZCTA 80106,4787,132538
2022,2018-2022,ZCTA,80106,ZCTA 80106,4823,145798
2023,2019-2023,ZCTA,80106,ZCTA 80106,4450,152554
2024,2020-2024,ZCTA,80106,ZCTA 80106,4455,136852
2011,2007-2011,ZCTA,80107,ZCTA 80107,11423,82997
2012,2008-2012,ZCTA,80107,ZCTA 80107,11577,82421
2013,2009-2013,ZCTA,80107,ZCTA 80107,11881,85141
2014,2010-2014,ZCTA,80107,ZCTA 80107,12575,82337
2015,2011-2015,ZCTA,80107,ZCTA 80107,12492,85351
2016,2012-2016,ZCTA,80107,ZCTA 80107,12424,90257
2017,2013-2017,ZCTA,80107,ZCTA 80107,13007,92609
2018,2014-2018,ZCTA,80107,ZCTA 80107,12904,97214
2019,2015-2019,ZCTA,80107,ZCTA 80107,13474,106506
2020,2016-2020,ZCTA,80107,ZCTA 80107,14484,112351
2021,2017-2021,ZCTA,80107,ZCTA 80107,13981,120304
2022,2018-2022,ZCTA,80107,ZCTA 80107,14467,132739
2023,2019-2023,ZCTA,80107,ZCTA 80107,14976,137886
2024,2020-2024,ZCTA,80107,ZCTA 80107,15102,135262
2011,2007-2011,ZCTA,80108,ZCTA 80108,21155,121955
2012,2008-2012,ZCTA,80108,ZCTA 80108,22341,122894
2013,2009-2013,ZCTA,80108,ZCTA 80108,23619,120159
2014,2010-2014,ZCTA,80108,ZCTA 80108,23949,121283
2015,2011-2015,ZCTA,80108,ZCTA 80108,24912,123750
2016,2012-2016,ZCTA,80108,ZCTA 80108,25178,126295
2017,2013-2017,ZCTA,80108,ZCTA 80108,25700,132588
2018,2014-2018,ZCTA,80108,ZCTA 80108,27101,136937
2019,2015-2019,ZCTA,80108,ZCTA 80108,27719,142096
2020,2016-2020,ZCTA,80108,ZCTA 80108,28952,157119
2021,2017-2021,ZCTA,80108,ZCTA 80108,31545,163333
2022,2018-2022,ZCTA,80108,ZCTA 80108,33259,173018
2023,2019-2023,ZCTA,80108,ZCTA 80108,35485,178670
2024,2020-2024,ZCTA,80108,ZCTA 80108,36730,181049
2011,2007-2011,ZCTA,80109,ZCTA 80109,16847,104380
2012,2008-2012,ZCTA,80109,ZCTA 80109,18096,106971
2013,2009-2013,ZCTA,80109,ZCTA 80109,18331,108781
2014,2010-2014,ZCTA,80109,ZCTA 80109,18986,108799
2015,2011-2015,ZCTA,80109,ZCTA 80109,19152,108949
2016,2012-2016,ZCTA,80109,ZCTA 80109,19794,116891
2017,2013-2017,ZCTA,80109,ZCTA 80109,21427,120989
2018,2014-2018,ZCTA,80109,ZCTA 80109,22734,123798
2019,2015-2019,ZCTA,80109,ZCTA 80109,23665,125417
2020,2016-2020,ZCTA,80109,ZCTA 80109,24554,125822
2021,2017-2021,ZCTA,80109,ZCTA 80109,27187,130296
2022,2018-2022,ZCTA,80109,ZCTA 80109,27852,144034
2023,2019-2023,ZCTA,80109,ZCTA 80109,27795,148417
2024,2020-2024,ZCTA,80109,ZCTA 80109,28400,155025
2011,2007-2011,ZCTA,80110,ZCTA 80110,21501,39537
2012,2008-2012,ZCTA,80110,ZCTA 80110,20999,40093
2013,2009-2013,ZCTA,80110,ZCTA 80110,21154,41793
2014,2010-2014,ZCTA,80110,ZCTA 80110,21457,45271
2015,2011-2015,ZCTA,80110,ZCTA 80110,22085,46046
2016,2012-2016,ZCTA,80110,ZCTA 80110,21794,48439
2017,2013-2017,ZCTA,80110,ZCTA 80110,22139,53915
2018,2014-2018,ZCTA,80110,ZCTA 80110,22523,56789
2019,2015-2019,ZCTA,80110,ZCTA 80110,22756,59468
2020,2016-2020,ZCTA,80110,ZCTA 80110,23295,65780
2021,2017-2021,ZCTA,80110,ZCTA 80110,23787,73834
2022,2018-2022,ZCTA,80110,ZCTA 80110,24190,82829
2023,2019-2023,ZCTA,80110,ZCTA 80110,23775,82037
2024,2020-2024,ZCTA,80110,ZCTA 80110,23825,85900
2011,2007-2011,ZCTA,80111,ZCTA 80111,28003,96346
2012,2008-2012,ZCTA,80111,ZCTA 80111,28854,93096
2013,2009-2013,ZCTA,80111,ZCTA 80111,29815,93241
2014,2010-2014,ZCTA,80111,ZCTA 80111,30537,92051
2015,2011-2015,ZCTA,80111,ZCTA 80111,31114,96496
2016,2012-2016,ZCTA,80111,ZCTA 80111,31925,97276
2017,2013-2017,ZCTA,80111,ZCTA 80111,32220,102191
2018,2014-2018,ZCTA,80111,ZCTA 80111,32864,106766
2019,2015-2019,ZCTA,80111,ZCTA 80111,33256,110499
2020,2016-2020,ZCTA,80111,ZCTA 80111,32495,115337
2021,2017-2021,ZCTA,80111,ZCTA 80111,32122,122884
2022,2018-2022,ZCTA,80111,ZCTA 80111,32116,131837
2023,2019-2023,ZCTA,80111,ZCTA 80111,31817,132292
2024,2020-2024,ZCTA,80111,ZCTA 80111,31561,135995
2011,2007-2011,ZCTA,80112,ZCTA 80112,27790,79902
2012,2008-2012,ZCTA,80112,ZCTA 80112,28476,81310
2013,2009-2013,ZCTA,80112,ZCTA 80112,29896,81191
2014,2010-2014,ZCTA,80112,ZCTA 80112,30342,83138
2015,2011-2015,ZCTA,80112,ZCTA 80112,31941,86132
2016,2012-2016,ZCTA,80112,ZCTA 80112,32564,87333
2017,2013-2017,ZCTA,80112,ZCTA 80112,33165,91458
2018,2014-2018,ZCTA,80112,ZCTA 80112,33081,91687
2019,2015-2019,ZCTA,80112,ZCTA 80112,34092,94875
2020,2016-2020,ZCTA,80112,ZCTA 80112,34714,95419
2021,2017-2021,ZCTA,80112,ZCTA 80112,35144,98987
2022,2018-2022,ZCTA,80112,ZCTA 80112,36058,104442
2023,2019-2023,ZCTA,80112,ZCTA 80112,36687,107504
2024,2020-2024,ZCTA,80112,ZCTA 80112,36816,108874
2011,2007-2011,ZCTA,80113,ZCTA 80113,20433,54704
2012,2008-2012,ZCTA,80113,ZCTA 80113,20558,53718
2013,2009-2013,ZCTA,80113,ZCTA 80113,20946,53185
2014,2010-2014,ZCTA,80113,ZCTA 80113,21165,54297
2015,2011-2015,ZCTA,80113,ZCTA 80113,21285,53684
2016,2012-2016,ZCTA,80113,ZCTA 80113,22213,57750
2017,2013-2017,ZCTA,80113,ZCTA 80113,22446,62321
2018,2014-2018,ZCTA,80113,ZCTA 80113,23117,63826
2019,2015-2019,ZCTA,80113,ZCTA 80113,23336,68091
2020,2016-2020,ZCTA,80113,ZCTA 80113,23715,75253
2021,2017-2021,ZCTA,80113,ZCTA 80113,22548,82938
2022,2018-2022,ZCTA,80113,ZCTA 80113,22784,89057
2023,2019-2023,ZCTA,80113,ZCTA 80113,22619,95543
2024,2020-2024,ZCTA,80113,ZCTA 80113,22976,96590
2011,2007-2011,ZCTA,80116,ZCTA 80116,3540,99890
2012,2008-2012,ZCTA,80116,ZCTA 80116,3542,92134
2013,2009-2013,ZCTA,80116,ZCTA 80116,3685,99712
2014,2010-2014,ZCTA,80116,ZCTA 80116,3800,103519
2015,2011-2015,ZCTA,80116,ZCTA 80116,3914,107314
2016,2012-2016,ZCTA,80116,ZCTA 80116,3987,107857
2017,2013-2017,ZCTA,80116,ZCTA 80116,4017,113750
2018,2014-2018,ZCTA,80116,ZCTA 80116,4014,106042
2019,2015-2019,ZCTA,80116,ZCTA 80116,4370,113026
2020,2016-2020,ZCTA,80116,ZCTA 80116,4263,106309
2021,2017-2021,ZCTA,80116,ZCTA 80116,4749,112033
2022,2018-2022,ZCTA,80116,ZCTA 80116,4884,122197
2023,2019-2023,ZCTA,80116,ZCTA 80116,5393,151250
2024,2020-2024,ZCTA,80116,ZCTA 80116,5132,146000
2011,2007-2011,ZCTA,80117,ZCTA 80117,2846,61417
2012,2008-2012,ZCTA,80117,ZCTA 80117,2792,64333
2013,2009-2013,ZCTA,80117,ZCTA 80117,2759,64813
2014,2010-2014,ZCTA,80117,ZCTA 80117,2699,65833
2015,2011-2015,ZCTA,80117,ZCTA 80117,2624,83576
2016,2012-2016,ZCTA,80117,ZCTA 80117,2621,80875
2017,2013-2017,ZCTA,80117,ZCTA 80117,2785,89038
2018,2014-2018,ZCTA,80117,ZCTA 80117,2889,90313
2019,2015-2019,ZCTA,80117,ZCTA 80117,2794,88214
2020,2016-2020,ZCTA,80117,ZCTA 80117,2413,84760
2021,2017-2021,ZCTA,80117,ZCTA 80117,2549,92778
2022,2018-2022,ZCTA,80117,ZCTA 80117,2430,97566
2023,2019-2023,ZCTA,80117,ZCTA 80117,2516,104342
2024,2020-2024,ZCTA,80117,ZCTA 80117,2756,115673
2011,2007-2011,ZCTA,80118,ZCTA 80118,5092,111250
2012,2008-2012,ZCTA,80118,ZCTA 80118,5211,109421
2013,2009-2013,ZCTA,80118,ZCTA 80118,5360,107882
2014,2010-2014,ZCTA,80118,ZCTA 80118,5379,108107
2015,2011-2015,ZCTA,80118,ZCTA 80118,6201,108977
2016,2012-2016,ZCTA,80118,ZCTA 80118,6354,110846
2017,2013-2017,ZCTA,80118,ZCTA 80118,6296,116419
2018,2014-2018,ZCTA,80118,ZCTA 80118,6395,128548
2019,2015-2019,ZCTA,80118,ZCTA 80118,6476,134952
2020,2016-2020,ZCTA,80118,ZCTA 80118,5998,138015
2021,2017-2021,ZCTA,80118,ZCTA 80118,6141,145000
2022,2018-2022,ZCTA,80118,ZCTA 80118,5940,155245
2023,2019-2023,ZCTA,80118,ZCTA 80118,5950,153368
2024,2020-2024,ZCTA,80118,ZCTA 80118,5632,158155
2011,2007-2011,ZCTA,80120,ZCTA 80120,28299,54395
2012,2008-2012,ZCTA,80120,ZCTA 80120,28745,52632
2013,2009-2013,ZCTA,80120,ZCTA 80120,29360,54878
2014,2010-2014,ZCTA,80120,ZCTA 80120,29957,57902
2015,2011-2015,ZCTA,80120,ZCTA 80120,30556,61250
2016,2012-2016,ZCTA,80120,ZCTA 80120,30825,62774
2017,2013-2017,ZCTA,80120,ZCTA 80120,31255,67432
